,NOC,Year,F,M,FP
366,CHI,1952,5.0,77.0,0.06097560975609756
367,CHI,1956,2.0,41.0,0.046511627906976744
368,CHI,1960,1.0,8.0,0.1111111111111111
369,CHI,1968,2.0,23.0,0.08
370,CHI,1972,2.0,11.0,0.15384615384615385
371,CHI,1984,4.0,60.0,0.0625
372,CHI,1988,1.0,22.0,0.043478260869565216
373,CHI,1992,3.0,12.0,0.2
374,CHI,1996,6.0,18.0,0.25
375,CHI,2000,8.0,50.0,0.13793103448275862
376,CHI,2004,8.0,21.0,0.27586206896551724
377,CHI,2008,7.0,22.0,0.2413793103448276
378,CHI,2012,18.0,26.0,0.4090909090909091
379,CHI,2016,21.0,26.0,0.44680851063829785
380,CHN,1936,3.0,62.0,0.046153846153846156
381,CHN,1948,1.0,32.0,0.030303030303030304
382,CHN,1984,123.0,200.0,0.38080495356037153
383,CHN,1988,194.0,233.0,0.45433255269320844
384,CHN,1992,205.0,189.0,0.5203045685279187
385,CHN,1996,259.0,179.0,0.591324200913242
386,CHN,2000,255.0,159.0,0.6159420289855072
387,CHN,2004,317.0,201.0,0.611969111969112
388,CHN,2008,354.0,376.0,0.4849315068493151
389,CHN,2012,267.0,212.0,0.55741127348643
390,CHN,2016,295.0,204.0,0.591182364729459
391,CIV,1976,2.0,9.0,0.18181818181818182
392,CIV,1984,1.0,17.0,0.05555555555555555
393,CIV,1988,17.0,12.0,0.5862068965517241
394,CIV,1992,8.0,10.0,0.4444444444444444
395,CIV,1996,1.0,12.0,0.07692307692307693
396,CIV,2000,9.0,9.0,0.5
397,CIV,2004,3.0,2.0,0.6
398,CIV,2008,2.0,20.0,0.09090909090909091
399,CIV,2012,6.0,4.0,0.6
400,CIV,2016,9.0,6.0,0.6
401,CMR,1980,4.0,25.0,0.13793103448275862
402,CMR,1984,6.0,50.0,0.10714285714285714
403,CMR,1988,4.0,17.0,0.19047619047619047
404,CMR,1992,8.0,4.0,0.6666666666666666
405,CMR,1996,6.0,13.0,0.3157894736842105
406,CMR,2000,11.0,28.0,0.28205128205128205
407,CMR,2004,9.0,10.0,0.47368421052631576
408,CMR,2008,7.0,25.0,0.21875
409,CMR,2012,22.0,10.0,0.6875
410,CMR,2016,17.0,5.0,0.7727272727272727
411,COD,1984,1.0,8.0,0.1111111111111111
412,COD,1988,3.0,18.0,0.14285714285714285
413,COD,1992,2.0,17.0,0.10526315789473684
414,COD,1996,12.0,2.0,0.8571428571428571
415,COD,2000,2.0,1.0,0.6666666666666666
416,COD,2004,1.0,5.0,0.16666666666666666
417,COD,2008,1.0,4.0,0.2
418,COD,2012,1.0,3.0,0.25
419,COD,2016,2.0,2.0,0.5
420,COK,1988,2.0,6.0,0.25
421,COK,1996,1.0,2.0,0.3333333333333333
422,COK,2000,1.0,1.0,0.5
423,COK,2004,1.0,2.0,0.3333333333333333
424,COK,2008,1.0,3.0,0.25
425,COK,2012,5.0,4.0,0.5555555555555556
426,COK,2016,5.0,4.0,0.5555555555555556
427,COL,1968,14.0,56.0,0.2
428,COL,1972,12.0,63.0,0.16
429,COL,1976,6.0,38.0,0.13636363636363635
430,COL,1984,3.0,45.0,0.0625
431,COL,1988,15.0,42.0,0.2631578947368421
432,COL,1992,3.0,58.0,0.04918032786885246
433,COL,1996,15.0,47.0,0.24193548387096775
434,COL,2000,24.0,30.0,0.4444444444444444
435,COL,2004,28.0,43.0,0.39436619718309857
436,COL,2008,33.0,57.0,0.36666666666666664
437,COL,2012,64.0,56.0,0.5333333333333333
438,COL,2016,76.0,81.0,0.4840764331210191
439,COM,1996,1.0,3.0,0.25
440,COM,2000,1.0,1.0,0.5
441,COM,2004,1.0,2.0,0.3333333333333333
442,COM,2008,1.0,2.0,0.3333333333333333
443,COM,2012,2.0,1.0,0.6666666666666666
444,COM,2016,2.0,2.0,0.5
445,CPV,1996,1.0,2.0,0.3333333333333333
446,CPV,2000,1.0,1.0,0.5
447,CPV,2004,1.0,2.0,0.3333333333333333
448,CPV,2008,1.0,1.0,0.5
449,CPV,2012,2.0,1.0,0.6666666666666666
450,CPV,2016,3.0,2.0,0.6
451,CRC,1968,3.0,24.0,0.1111111111111111
452,CRC,1976,5.0,5.0,0.5
453,CRC,1980,4.0,33.0,0.10810810810810811
454,CRC,1984,1.0,31.0,0.03125
455,CRC,1988,20.0,13.0,0.6060606060606061
456,CRC,1992,8.0,12.0,0.4
457,CRC,1996,7.0,6.0,0.5384615384615384
458,CRC,2000,3.0,6.0,0.3333333333333333
459,CRC,2004,4.0,17.0,0.19047619047619047
460,CRC,2008,2.0,6.0,0.25
461,CRC,2012,3.0,8.0,0.2727272727272727
462,CRC,2016,5.0,7.0,0.4166666666666667
463,CRO,1992,6.0,40.0,0.13043478260869565
464,CRO,1996,16.0,101.0,0.13675213675213677
465,CRO,2000,32.0,76.0,0.2962962962962963
466,CRO,2004,24.0,76.0,0.24
467,CRO,2008,30.0,95.0,0.24
468,CRO,2012,49.0,69.0,0.4152542372881356
469,CRO,2016,24.0,69.0,0.25806451612903225
470,CUB,1956,1.0,23.0,0.041666666666666664
471,CUB,1960,11.0,10.0,0.5238095238095238
472,CUB,1964,3.0,73.0,0.039473684210526314
473,CUB,1968,50.0,177.0,0.22026431718061673
474,CUB,1972,35.0,166.0,0.17412935323383086
475,CUB,1976,30.0,164.0,0.15463917525773196
476,CUB,1980,36.0,252.0,0.125
477,CUB,1992,57.0,139.0,0.29081632653061223
478,CUB,1996,60.0,118.0,0.33707865168539325
479,CUB,2000,92.0,179.0,0.33948339483394835
480,CUB,2004,61.0,116.0,0.3446327683615819
481,CUB,2008,61.0,110.0,0.3567251461988304
482,CUB,2012,48.0,70.0,0.4067796610169492
483,CUB,2016,43.0,100.0,0.3006993006993007
484,CYP,1980,2.0,13.0,0.13333333333333333
485,CYP,1988,3.0,8.0,0.2727272727272727
486,CYP,1992,4.0,15.0,0.21052631578947367
487,CYP,1996,4.0,20.0,0.16666666666666666
488,CYP,2000,5.0,19.0,0.20833333333333334
489,CYP,2004,7.0,14.0,0.3333333333333333
490,CYP,2008,11.0,7.0,0.6111111111111112
491,CYP,2012,4.0,9.0,0.3076923076923077
492,CYP,2016,7.0,14.0,0.3333333333333333
493,CZE,1996,68.0,101.0,0.40236686390532544
494,CZE,2000,51.0,111.0,0.3148148148148148
495,CZE,2004,76.0,95.0,0.4444444444444444
496,CZE,2008,71.0,87.0,0.44936708860759494
497,CZE,2012,78.0,81.0,0.49056603773584906
498,CZE,2016,56.0,79.0,0.4148148148148148
499,DEN,1912,2.0,231.0,0.008583690987124463
500,DEN,1920,7.0,239.0,0.028455284552845527
501,DEN,1924,19.0,139.0,0.12025316455696203
502,DEN,1928,12.0,110.0,0.09836065573770492
503,DEN,1932,22.0,72.0,0.23404255319148937
504,DEN,1936,21.0,152.0,0.12138728323699421
505,DEN,1948,29.0,224.0,0.11462450592885376
506,DEN,1952,20.0,181.0,0.09950248756218906
507,DEN,1956,8.0,43.0,0.1568627450980392
508,DEN,1960,13.0,96.0,0.11926605504587157
509,DEN,1964,10.0,61.0,0.14084507042253522
510,DEN,1968,10.0,83.0,0.10752688172043011
511,DEN,1972,18.0,137.0,0.11612903225806452
512,DEN,1976,13.0,68.0,0.16049382716049382
513,DEN,1980,4.0,56.0,0.06666666666666667
514,DEN,1984,13.0,61.0,0.17567567567567569
515,DEN,1988,40.0,90.0,0.3076923076923077
516,DEN,1992,54.0,90.0,0.375
517,DEN,1996,80.0,65.0,0.5517241379310345
518,DEN,2000,56.0,68.0,0.45161290322580644
519,DEN,2004,56.0,59.0,0.48695652173913045
520,DEN,2008,32.0,76.0,0.2962962962962963
521,DEN,2012,73.0,76.0,0.4899328859060403
522,DEN,2016,61.0,82.0,0.42657342657342656
523,DJI,2000,1.0,1.0,0.5
524,DJI,2008,1.0,1.0,0.5
525,DJI,2012,2.0,2.0,0.5
526,DJI,2016,1.0,7.0,0.125
527,DMA,1996,2.0,4.0,0.3333333333333333
528,DMA,2000,2.0,2.0,0.5
529,DMA,2004,1.0,1.0,0.5
530,DMA,2012,1.0,1.0,0.5
531,DMA,2016,1.0,1.0,0.5
532,DOM,1976,2.0,9.0,0.18181818181818182
533,DOM,1980,1.0,6.0,0.14285714285714285
534,DOM,1984,7.0,17.0,0.2916666666666667
535,DOM,1988,1.0,17.0,0.05555555555555555
536,DOM,1992,2.0,30.0,0.0625
537,DOM,1996,4.0,12.0,0.25
538,DOM,2000,2.0,11.0,0.15384615384615385
539,DOM,2004,16.0,17.0,0.48484848484848486
540,DOM,2008,8.0,19.0,0.2962962962962963
541,DOM,2012,21.0,15.0,0.5833333333333334
542,DOM,2016,8.0,22.0,0.26666666666666666
543,ECU,1968,2.0,39.0,0.04878048780487805
544,ECU,1980,1.0,15.0,0.0625
545,ECU,1984,1.0,14.0,0.06666666666666667
546,ECU,1988,4.0,11.0,0.26666666666666666
547,ECU,1992,8.0,7.0,0.5333333333333333
548,ECU,1996,2.0,26.0,0.07142857142857142
549,ECU,2000,3.0,8.0,0.2727272727272727
550,ECU,2004,6.0,12.0,0.3333333333333333
551,ECU,2008,8.0,18.0,0.3076923076923077
552,ECU,2012,13.0,23.0,0.3611111111111111
553,ECU,2016,16.0,24.0,0.4
554,EGY,1984,11.0,137.0,0.07432432432432433
555,EGY,1988,1.0,58.0,0.01694915254237288
556,EGY,1992,6.0,77.0,0.07228915662650602
557,EGY,1996,4.0,29.0,0.12121212121212122
558,EGY,2000,18.0,85.0,0.17475728155339806
559,EGY,2004,16.0,88.0,0.15384615384615385
560,EGY,2008,34.0,82.0,0.29310344827586204
561,EGY,2012,45.0,87.0,0.3409090909090909
562,EGY,2016,46.0,91.0,0.3357664233576642
563,ERI,2000,1.0,2.0,0.3333333333333333
564,ERI,2004,1.0,4.0,0.2
565,ERI,2008,2.0,9.0,0.18181818181818182
566,ERI,2012,1.0,11.0,0.08333333333333333
567,ERI,2016,1.0,11.0,0.08333333333333333
568,ESA,1968,26.0,78.0,0.25
569,ESA,1984,2.0,13.0,0.13333333333333333
570,ESA,1988,1.0,6.0,0.14285714285714285
571,ESA,1992,3.0,3.0,0.5
572,ESA,1996,3.0,7.0,0.3
573,ESA,2000,5.0,5.0,0.5
574,ESA,2004,7.0,2.0,0.7777777777777778
575,ESA,2008,10.0,4.0,0.7142857142857143
576,ESA,2012,6.0,5.0,0.5454545454545454
577,ESA,2016,3.0,7.0,0.3
578,ESP,1924,6.0,145.0,0.039735099337748346
579,ESP,1960,41.0,197.0,0.1722689075630252
580,ESP,1964,5.0,62.0,0.07462686567164178
581,ESP,1968,3.0,134.0,0.021897810218978103
582,ESP,1972,9.0,153.0,0.05555555555555555
583,ESP,1976,26.0,134.0,0.1625
584,ESP,1980,24.0,187.0,0.11374407582938388
585,ESP,1984,49.0,208.0,0.19066147859922178
586,ESP,1988,65.0,252.0,0.20504731861198738
587,ESP,1992,177.0,360.0,0.329608938547486
588,ESP,1996,148.0,236.0,0.3854166666666667
589,ESP,2000,148.0,283.0,0.3433874709976798
590,ESP,2004,184.0,239.0,0.43498817966903075
591,ESP,2008,146.0,209.0,0.4112676056338028
592,ESP,2012,136.0,203.0,0.40117994100294985
593,ESP,2016,172.0,191.0,0.4738292011019284
594,EST,1992,6.0,40.0,0.13043478260869565
595,EST,1996,12.0,40.0,0.23076923076923078
596,EST,2000,3.0,38.0,0.07317073170731707
597,EST,2004,12.0,33.0,0.26666666666666666
598,EST,2008,17.0,36.0,0.32075471698113206
599,EST,2012,11.0,25.0,0.3055555555555556
600,EST,2016,21.0,28.0,0.42857142857142855
601,ETH,1980,2.0,46.0,0.041666666666666664
602,ETH,1992,6.0,18.0,0.25
603,ETH,1996,9.0,10.0,0.47368421052631576
604,ETH,2000,12.0,15.0,0.4444444444444444
605,ETH,2004,12.0,15.0,0.4444444444444444
606,ETH,2008,14.0,15.0,0.4827586206896552
607,ETH,2012,16.0,18.0,0.47058823529411764
608,ETH,2016,21.0,17.0,0.5526315789473685
609,EUN,1992,245.0,405.0,0.3769230769230769
610,FIJ,1976,2.0,3.0,0.4
611,FIJ,1984,8.0,18.0,0.3076923076923077
612,FIJ,1988,15.0,26.0,0.36585365853658536
613,FIJ,1992,9.0,27.0,0.25
614,FIJ,1996,3.0,18.0,0.14285714285714285
615,FIJ,2000,4.0,5.0,0.4444444444444444
616,FIJ,2004,4.0,5.0,0.4444444444444444
617,FIJ,2008,2.0,4.0,0.3333333333333333
618,FIJ,2012,3.0,6.0,0.3333333333333333
619,FIJ,2016,17.0,36.0,0.32075471698113206
620,FIN,1912,2.0,231.0,0.008583690987124463
621,FIN,1920,1.0,135.0,0.007352941176470588
622,FIN,1928,2.0,130.0,0.015151515151515152
623,FIN,1936,10.0,176.0,0.053763440860215055
624,FIN,1948,7.0,208.0,0.03255813953488372
625,FIN,1952,88.0,324.0,0.21359223300970873
626,FIN,1956,1.0,146.0,0.006802721088435374
627,FIN,1960,40.0,179.0,0.182648401826484
628,FIN,1964,13.0,138.0,0.08609271523178808
629,FIN,1968,12.0,114.0,0.09523809523809523
630,FIN,1972,18.0,115.0,0.13533834586466165
631,FIN,1976,11.0,97.0,0.10185185185185185
632,FIN,1980,6.0,119.0,0.048
633,FIN,1984,17.0,90.0,0.1588785046728972
634,FIN,1988,28.0,73.0,0.27722772277227725
635,FIN,1992,40.0,90.0,0.3076923076923077
636,FIN,1996,45.0,60.0,0.42857142857142855
637,FIN,2000,37.0,51.0,0.42045454545454547
638,FIN,2004,23.0,44.0,0.34328358208955223
639,FIN,2008,32.0,38.0,0.45714285714285713
640,FIN,2012,37.0,32.0,0.5362318840579711
641,FIN,2016,33.0,34.0,0.4925373134328358
642,FRA,1900,16.0,1055.0,0.014939309056956116
643,FRA,1906,2.0,172.0,0.011494252873563218
644,FRA,1912,2.0,230.0,0.008620689655172414
645,FRA,1920,15.0,437.0,0.033185840707964605
646,FRA,1924,50.0,586.0,0.07861635220125786
647,FRA,1928,54.0,368.0,0.12796208530805686
648,FRA,1932,11.0,148.0,0.06918238993710692
649,FRA,1936,13.0,290.0,0.0429042904290429
650,FRA,1948,50.0,383.0,0.11547344110854503
651,FRA,1952,90.0,318.0,0.22058823529411764
652,FRA,1956,36.0,191.0,0.15859030837004406
653,FRA,1960,72.0,291.0,0.19834710743801653
654,FRA,1964,40.0,174.0,0.18691588785046728
655,FRA,1968,82.0,229.0,0.26366559485530544
656,FRA,1972,74.0,282.0,0.20786516853932585
657,FRA,1976,53.0,249.0,0.17549668874172186
658,FRA,1980,32.0,168.0,0.16
659,FRA,1984,76.0,278.0,0.21468926553672316
660,FRA,1988,122.0,291.0,0.29539951573849876
661,FRA,1992,165.0,321.0,0.3395061728395062
662,FRA,1996,170.0,283.0,0.37527593818984545
663,FRA,2000,174.0,296.0,0.3702127659574468
664,FRA,2004,175.0,286.0,0.3796095444685466
665,FRA,2008,182.0,266.0,0.40625
666,FRA,2012,183.0,243.0,0.4295774647887324
667,FRA,2016,217.0,295.0,0.423828125
668,FRG,1968,98.0,334.0,0.22685185185185186
669,FRG,1972,148.0,439.0,0.252129471890971
670,FRG,1976,119.0,333.0,0.26327433628318586
671,FRG,1984,197.0,374.0,0.3450087565674256
672,FRG,1988,162.0,354.0,0.313953488372093
673,FSM,2000,2.0,3.0,0.4
674,FSM,2004,2.0,3.0,0.4
675,FSM,2008,2.0,3.0,0.4
676,FSM,2012,2.0,4.0,0.3333333333333333
677,FSM,2016,3.0,2.0,0.6
678,GAB,1984,2.0,2.0,0.5
679,GAB,1988,1.0,1.0,0.5
680,GAB,1992,1.0,4.0,0.2
681,GAB,1996,1.0,8.0,0.1111111111111111
682,GAB,2000,2.0,4.0,0.3333333333333333
683,GAB,2004,2.0,3.0,0.4
684,GAB,2008,2.0,2.0,0.5
685,GAB,2012,2.0,19.0,0.09523809523809523
686,GAB,2016,2.0,4.0,0.3333333333333333
687,GAM,1984,6.0,10.0,0.375
688,GAM,1988,1.0,5.0,0.16666666666666666
689,GAM,1996,1.0,11.0,0.08333333333333333
690,GAM,2000,1.0,1.0,0.5
691,GAM,2004,1.0,2.0,0.3333333333333333
692,GAM,2008,1.0,2.0,0.3333333333333333
693,GAM,2012,1.0,1.0,0.5
694,GAM,2016,1.0,3.0,0.25
695,GBR,1900,2.0,144.0,0.0136986301369863
696,GBR,1908,42.0,930.0,0.043209876543209874
697,GBR,1912,17.0,444.0,0.0368763557483731
698,GBR,1920,31.0,314.0,0.08985507246376812
699,GBR,1924,39.0,389.0,0.0911214953271028
700,GBR,1928,38.0,316.0,0.10734463276836158
701,GBR,1932,26.0,144.0,0.15294117647058825
702,GBR,1936,43.0,207.0,0.172
703,GBR,1948,102.0,488.0,0.17288135593220338
704,GBR,1952,101.0,300.0,0.2518703241895262
705,GBR,1956,48.0,235.0,0.1696113074204947
706,GBR,1960,97.0,292.0,0.2493573264781491
707,GBR,1964,73.0,228.0,0.2425249169435216
708,GBR,1968,93.0,235.0,0.28353658536585363
709,GBR,1972,144.0,289.0,0.3325635103926097
710,GBR,1976,111.0,242.0,0.31444759206798867
711,GBR,1980,110.0,218.0,0.3353658536585366
712,GBR,1984,178.0,331.0,0.34970530451866405
713,GBR,1988,180.0,292.0,0.3813559322033898
714,GBR,1992,186.0,326.0,0.36328125
715,GBR,1996,159.0,232.0,0.40664961636828645
716,GBR,2000,183.0,232.0,0.44096385542168676
717,GBR,2004,164.0,196.0,0.45555555555555555
718,GBR,2008,209.0,211.0,0.4976190476190476
719,GBR,2012,334.0,350.0,0.48830409356725146
720,GBR,2016,212.0,266.0,0.4435146443514644
721,GBS,2000,1.0,2.0,0.3333333333333333
722,GBS,2004,2.0,1.0,0.6666666666666666
723,GBS,2008,1.0,2.0,0.3333333333333333
724,GBS,2012,2.0,2.0,0.5
725,GBS,2016,2.0,3.0,0.4
726,GDR,1968,83.0,263.0,0.2398843930635838
727,GDR,1972,128.0,326.0,0.28193832599118945
728,GDR,1976,183.0,224.0,0.44963144963144963
729,GDR,1980,189.0,306.0,0.38181818181818183
730,GDR,1988,169.0,233.0,0.42039800995024873
731,GEO,1996,9.0,33.0,0.21428571428571427
732,GEO,2000,14.0,33.0,0.2978723404255319
733,GEO,2004,7.0,32.0,0.1794871794871795
734,GEO,2008,9.0,29.0,0.23684210526315788
735,GEO,2012,8.0,28.0,0.2222222222222222
736,GEO,2016,14.0,31.0,0.3111111111111111
737,GEQ,1988,2.0,5.0,0.2857142857142857
738,GEQ,1992,3.0,5.0,0.375
739,GEQ,1996,1.0,7.0,0.125
740,GEQ,2000,2.0,2.0,0.5
741,GEQ,2004,1.0,1.0,0.5
742,GEQ,2008,1.0,2.0,0.3333333333333333
743,GEQ,2012,1.0,1.0,0.5
744,GER,1908,2.0,146.0,0.013513513513513514
745,GER,1912,10.0,302.0,0.03205128205128205
746,GER,1928,44.0,355.0,0.11027568922305764
747,GER,1932,18.0,184.0,0.0891089108910891
748,GER,1936,52.0,529.0,0.08950086058519793
749,GER,1952,91.0,274.0,0.2493150684931507
750,GER,1956,43.0,218.0,0.16475095785440613
751,GER,1960,102.0,323.0,0.24
752,GER,1964,112.0,366.0,0.23430962343096234
753,GER,1992,247.0,406.0,0.3782542113323124
754,GER,1996,245.0,381.0,0.3913738019169329
755,GER,2000,238.0,329.0,0.41975308641975306
756,GER,2004,243.0,349.0,0.41047297297297297
757,GER,2008,245.0,313.0,0.4390681003584229
758,GER,2012,231.0,279.0,0.45294117647058824
759,GER,2016,246.0,290.0,0.458955223880597
760,GHA,1964,4.0,36.0,0.1
761,GHA,1968,2.0,34.0,0.05555555555555555
762,GHA,1972,4.0,37.0,0.0975609756097561
763,GHA,1984,11.0,16.0,0.4074074074074074
764,GHA,1988,8.0,13.0,0.38095238095238093
765,GHA,1992,4.0,37.0,0.0975609756097561
766,GHA,1996,2.0,38.0,0.05
767,GHA,2000,9.0,19.0,0.32142857142857145
768,GHA,2004,3.0,26.0,0.10344827586206896
769,GHA,2008,1.0,8.0,0.1111111111111111
770,GHA,2012,2.0,5.0,0.2857142857142857
771,GHA,2016,8.0,7.0,0.5333333333333333
772,GRE,1906,9.0,475.0,0.01859504132231405
773,GRE,1924,2.0,77.0,0.02531645569620253
774,GRE,1936,2.0,62.0,0.03125
775,GRE,1948,1.0,96.0,0.010309278350515464
776,GRE,1972,6.0,60.0,0.09090909090909091
777,GRE,1976,2.0,38.0,0.05
778,GRE,1980,5.0,40.0,0.1111111111111111
779,GRE,1984,6.0,67.0,0.0821917808219178
780,GRE,1988,19.0,53.0,0.2638888888888889
781,GRE,1992,16.0,60.0,0.21052631578947367
782,GRE,1996,79.0,101.0,0.4388888888888889
783,GRE,2000,73.0,102.0,0.41714285714285715
784,GRE,2004,246.0,253.0,0.49298597194388777
785,GRE,2008,79.0,97.0,0.44886363636363635
786,GRE,2012,45.0,70.0,0.391304347826087
787,GRE,2016,37.0,67.0,0.3557692307692308
788,GRN,1984,1.0,5.0,0.16666666666666666
789,GRN,1988,3.0,4.0,0.42857142857142855
790,GRN,1992,1.0,4.0,0.2
791,GRN,2000,1.0,2.0,0.3333333333333333
792,GRN,2004,2.0,3.0,0.4
793,GRN,2008,5.0,4.0,0.5555555555555556
794,GRN,2012,3.0,5.0,0.375
795,GRN,2016,1.0,5.0,0.16666666666666666
796,GUA,1952,2.0,33.0,0.05714285714285714
797,GUA,1968,4.0,63.0,0.05970149253731343
798,GUA,1976,2.0,26.0,0.07142857142857142
799,GUA,1984,14.0,39.0,0.2641509433962264
800,GUA,1988,8.0,29.0,0.21621621621621623
801,GUA,1992,7.0,34.0,0.17073170731707318
802,GUA,1996,1.0,27.0,0.03571428571428571
803,GUA,2000,1.0,17.0,0.05555555555555555
804,GUA,2004,8.0,11.0,0.42105263157894735
805,GUA,2008,4.0,9.0,0.3076923076923077
806,GUA,2012,10.0,14.0,0.4166666666666667
807,GUA,2016,10.0,15.0,0.4
808,GUI,1992,2.0,9.0,0.18181818181818182
809,GUI,1996,1.0,4.0,0.2
810,GUI,2000,3.0,3.0,0.5
811,GUI,2004,1.0,3.0,0.25
812,GUI,2008,3.0,2.0,0.6
813,GUI,2012,2.0,2.0,0.5
814,GUI,2016,3.0,2.0,0.6
815,GUM,1988,6.0,20.0,0.23076923076923078
816,GUM,1992,9.0,36.0,0.2
817,GUM,1996,2.0,7.0,0.2222222222222222
818,GUM,2000,2.0,5.0,0.2857142857142857
819,GUM,2004,1.0,3.0,0.25
820,GUM,2008,2.0,5.0,0.2857142857142857
821,GUM,2012,3.0,5.0,0.375
822,GUM,2016,2.0,3.0,0.4
823,GUY,1956,2.0,4.0,0.3333333333333333
824,GUY,1960,1.0,5.0,0.16666666666666666
825,GUY,1980,2.0,8.0,0.2
826,GUY,1984,2.0,10.0,0.16666666666666666
827,GUY,1988,1.0,7.0,0.125
828,GUY,1992,1.0,6.0,0.14285714285714285
829,GUY,1996,1.0,8.0,0.1111111111111111
830,GUY,2000,1.0,3.0,0.25
831,GUY,2004,2.0,2.0,0.5
832,GUY,2008,2.0,2.0,0.5
833,GUY,2012,2.0,4.0,0.3333333333333333
834,GUY,2016,4.0,3.0,0.5714285714285714
835,HAI,1972,1.0,6.0,0.14285714285714285
836,HAI,1976,3.0,11.0,0.21428571428571427
837,HAI,1984,2.0,1.0,0.6666666666666666
838,HAI,1988,1.0,4.0,0.2
839,HAI,2000,2.0,3.0,0.4
840,HAI,2004,1.0,7.0,0.125
841,HAI,2008,4.0,3.0,0.5714285714285714
842,HAI,2012,2.0,3.0,0.4
843,HAI,2016,3.0,7.0,0.3
844,HKG,1952,3.0,6.0,0.3333333333333333
845,HKG,1964,1.0,49.0,0.02
846,HKG,1976,4.0,46.0,0.08
847,HKG,1984,27.0,60.0,0.3103448275862069
848,HKG,1988,24.0,67.0,0.26373626373626374
849,HKG,1992,15.0,51.0,0.22727272727272727
850,HKG,1996,11.0,21.0,0.34375
851,HKG,2000,19.0,27.0,0.41304347826086957
852,HKG,2004,23.0,19.0,0.5476190476190477
853,HKG,2008,25.0,22.0,0.5319148936170213
854,HKG,2012,29.0,26.0,0.5272727272727272
855,HKG,2016,30.0,17.0,0.6382978723404256
856,HON,1984,5.0,21.0,0.19230769230769232
857,HON,1988,5.0,13.0,0.2777777777777778
858,HON,1992,13.0,14.0,0.48148148148148145
859,HON,1996,3.0,4.0,0.42857142857142855
860,HON,2000,2.0,18.0,0.1
861,HON,2004,2.0,3.0,0.4
862,HON,2008,2.0,24.0,0.07692307692307693
863,HON,2012,3.0,22.0,0.12
864,HON,2016,1.0,22.0,0.043478260869565216
865,HUN,1924,4.0,136.0,0.02857142857142857
866,HUN,1928,16.0,203.0,0.0730593607305936
867,HUN,1932,2.0,116.0,0.01694915254237288
868,HUN,1936,24.0,311.0,0.07164179104477612
869,HUN,1948,27.0,195.0,0.12162162162162163
870,HUN,1952,87.0,258.0,0.25217391304347825
871,HUN,1956,61.0,136.0,0.3096446700507614
872,HUN,1960,71.0,241.0,0.22756410256410256
873,HUN,1964,80.0,239.0,0.2507836990595611
874,HUN,1968,83.0,220.0,0.2739273927392739
875,HUN,1972,97.0,270.0,0.26430517711171664
876,HUN,1976,92.0,196.0,0.3194444444444444
877,HUN,1980,122.0,270.0,0.3112244897959184
878,HUN,1988,80.0,235.0,0.25396825396825395
879,HUN,1992,111.0,240.0,0.3162393162393162
880,HUN,1996,121.0,194.0,0.38412698412698415
881,HUN,2000,94.0,144.0,0.3949579831932773
882,HUN,2004,113.0,145.0,0.437984496124031
883,HUN,2008,103.0,113.0,0.47685185185185186
884,HUN,2012,88.0,113.0,0.43781094527363185
885,HUN,2016,90.0,114.0,0.4411764705882353
886,INA,1956,2.0,22.0,0.08333333333333333
887,INA,1960,2.0,25.0,0.07407407407407407
888,INA,1972,4.0,3.0,0.5714285714285714
889,INA,1976,3.0,8.0,0.2727272727272727
890,INA,1984,4.0,19.0,0.17391304347826086
891,INA,1988,10.0,33.0,0.23255813953488372
892,INA,1992,21.0,30.0,0.4117647058823529
893,INA,1996,21.0,24.0,0.4666666666666667
894,INA,2000,21.0,33.0,0.3888888888888889
895,INA,2004,17.0,22.0,0.4358974358974359
896,INA,2008,11.0,15.0,0.4230769230769231
897,INA,2012,9.0,13.0,0.4090909090909091
898,INA,2016,11.0,20.0,0.3548387096774194
899,IND,1924,2.0,22.0,0.08333333333333333
900,IND,1952,7.0,87.0,0.07446808510638298
901,IND,1956,1.0,78.0,0.012658227848101266
902,IND,1964,1.0,110.0,0.009009009009009009
903,IND,1972,1.0,42.0,0.023255813953488372
904,IND,1980,17.0,61.0,0.21794871794871795
905,IND,1984,10.0,43.0,0.18867924528301888
906,IND,1988,10.0,45.0,0.18181818181818182
907,IND,1992,7.0,54.0,0.11475409836065574
908,IND,1996,9.0,45.0,0.16666666666666666
909,IND,2000,23.0,47.0,0.32857142857142857
910,IND,2004,30.0,51.0,0.37037037037037035
911,IND,2008,29.0,38.0,0.43283582089552236
912,IND,2012,29.0,66.0,0.30526315789473685
913,IND,2016,62.0,68.0,0.47692307692307695
914,IOA,1992,26.0,50.0,0.34210526315789475
915,IOA,2000,1.0,3.0,0.25
916,IOA,2012,1.0,3.0,0.25
917,IOA,2016,1.0,8.0,0.1111111111111111
918,IRI,1964,10.0,86.0,0.10416666666666667
919,IRI,1976,7.0,97.0,0.0673076923076923
920,IRI,1996,1.0,17.0,0.05555555555555555
921,IRI,2000,1.0,33.0,0.029411764705882353
922,IRI,2004,1.0,36.0,0.02702702702702703
923,IRI,2008,3.0,52.0,0.05454545454545454
924,IRI,2012,11.0,46.0,0.19298245614035087
925,IRI,2016,11.0,56.0,0.16417910447761194
926,IRL,1924,6.0,54.0,0.1
927,IRL,1928,7.0,37.0,0.1590909090909091
928,IRL,1932,3.0,15.0,0.16666666666666666
