Sport,Year,Age,Height,Weight,BMI
Archery,1972,31.45,165.5897435897436,61.0,1.5639335368607563
Archery,1976,29.153846153846153,166.0,60.2962962962963,1.538260135589211
Archery,1980,27.862068965517242,166.68965517241378,61.0,1.5433622155436368
Archery,1984,27.53191489361702,166.53191489361703,59.744680851063826,1.51446631724574
Archery,1988,25.560747663551403,166.04716981132074,59.424528301886795,1.5151586612214825
Archery,1992,24.196428571428573,168.2235294117647,60.576470588235296,1.5048243506851449
Archery,1996,25.24770642201835,167.82432432432432,61.851351351351354,1.5438130331832667
Archery,2000,26.3,167.91919191919192,63.7979797979798,1.5906022063257685
Archery,2004,25.339449541284402,168.3119266055046,62.44954128440367,1.5497255571462558
Archery,2008,25.659574468085108,166.80645161290323,63.053763440860216,1.5930912424427701
Archery,2012,25.3,166.8,62.49,1.5789695581664163
Archery,2016,25.81,167.04040404040404,64.42424242424242,1.6231609344050404
Athletics,1928,20.724137931034484,168.54716981132074,59.301886792452834,1.4675094537191054
Athletics,1932,20.2375,168.1451612903226,59.283018867924525,1.474065859884374
Athletics,1936,22.64179104477612,168.71794871794873,60.13157894736842,1.4850304528782992
Athletics,1948,23.131004366812228,169.4351851851852,60.94230769230769,1.492337379834237
Athletics,1952,22.674496644295303,168.05714285714285,61.779761904761905,1.5377566139035779
Athletics,1956,21.85377358490566,168.48026315789474,63.473684210526315,1.5719943019014668
Athletics,1960,22.788888888888888,168.92592592592592,62.62222222222222,1.5427344720914153
Athletics,1964,22.807580174927114,168.31778425655978,61.27405247813411,1.520449213656773
Athletics,1968,22.963276836158194,169.07909604519773,60.85310734463277,1.4964363530187748
Athletics,1972,22.779324055666002,168.91967871485943,59.87951807228916,1.4752754925600988
Athletics,1976,23.047732696897373,169.42925659472422,60.03597122302158,1.4702461648062934
Athletics,1980,23.532432432432433,170.22038567493112,61.38567493112948,1.4893584024700237
Athletics,1984,24.168650793650794,168.39478957915833,58.19979919678715,1.4428444462704686
Athletics,1988,24.72517006802721,168.48224043715848,58.28825136612022,1.4435375776153307
Athletics,1992,25.155172413793103,168.90859481582538,58.38949522510232,1.4387540127837217
Athletics,1996,25.981026785714285,169.01589103291715,59.277525539160045,1.4587817206089233
Athletics,2000,26.01939864209505,169.62623274161734,60.32512315270936,1.4738982678503092
Athletics,2004,26.38761238761239,170.064,61.71228771228771,1.5000377611038744
Athletics,2008,26.060861423220974,169.956106870229,61.44890162368672,1.4955326569967136
Athletics,2012,26.182315405651778,169.90445269016698,60.41705282669138,1.4713139077608728
Athletics,2016,26.251655629139073,169.1268209083119,59.85334476843911,1.4710206829044983
Badminton,1992,23.754545454545454,167.53086419753086,60.473684210526315,1.5147190772049621
Badminton,1996,25.157894736842106,167.8265306122449,61.1505376344086,1.5262805548846252
Badminton,2000,24.932773109243698,168.63025210084032,61.63865546218487,1.5238334521496806
Badminton,2004,25.653465346534652,168.07920792079207,61.82178217821782,1.5383985435778493
Badminton,2008,25.063157894736843,168.72340425531914,62.0531914893617,1.5323881647263493
Badminton,2012,25.29787234042553,169.5531914893617,62.38297872340426,1.525490457351828
Badminton,2016,25.670454545454547,168.61363636363637,61.30120481927711,1.5157896806137945
Basketball,1976,23.180555555555557,178.16666666666666,70.15277777777777,1.5536288865300791
Basketball,1980,24.0,180.26388888888889,72.375,1.565764454972131
Basketball,1984,22.3943661971831,181.92957746478874,72.60606060606061,1.542132099633888
Basketball,1988,24.032258064516128,181.50537634408602,72.21505376344086,1.5410051015251232
Basketball,1992,24.23404255319149,183.07777777777778,73.10606060606061,1.5333363896929946
