,NOC,Year,F,M,FP
561,SCG,2002,2.0,6.0,0.25
562,SCG,2006,6.0,5.0,0.5454545454545454
563,SLO,1992,14.0,47.0,0.22950819672131148
564,SLO,1994,21.0,38.0,0.3559322033898305
565,SLO,1998,26.0,43.0,0.37681159420289856
566,SLO,2002,41.0,55.0,0.4270833333333333
567,SLO,2006,39.0,57.0,0.40625
568,SLO,2010,46.0,61.0,0.42990654205607476
569,SLO,2014,41.0,75.0,0.35344827586206895
570,SMR,2014,1.0,1.0,0.5
571,SRB,2010,8.0,7.0,0.5333333333333333
572,SRB,2014,5.0,12.0,0.29411764705882354
573,SUI,1928,2.0,41.0,0.046511627906976744
574,SUI,1936,4.0,35.0,0.10256410256410256
575,SUI,1948,18.0,81.0,0.18181818181818182
576,SUI,1952,15.0,61.0,0.19736842105263158
577,SUI,1956,14.0,66.0,0.175
578,SUI,1960,14.0,26.0,0.35
579,SUI,1964,18.0,86.0,0.17307692307692307
580,SUI,1968,13.0,49.0,0.20967741935483872
581,SUI,1972,13.0,66.0,0.16455696202531644
582,SUI,1976,12.0,74.0,0.13953488372093023
583,SUI,1980,18.0,55.0,0.2465753424657534
584,SUI,1984,31.0,48.0,0.3924050632911392
585,SUI,1988,36.0,90.0,0.2857142857142857
586,SUI,1992,39.0,90.0,0.3023255813953488
587,SUI,1994,38.0,68.0,0.3584905660377358
588,SUI,1998,35.0,83.0,0.2966101694915254
589,SUI,2002,46.0,121.0,0.2754491017964072
590,SUI,2006,62.0,119.0,0.3425414364640884
591,SUI,2010,66.0,124.0,0.3473684210526316
592,SUI,2014,94.0,125.0,0.4292237442922374
593,SVK,1994,26.0,41.0,0.3880597014925373
594,SVK,1998,19.0,45.0,0.296875
595,SVK,2002,23.0,56.0,0.2911392405063291
596,SVK,2006,38.0,76.0,0.3333333333333333
597,SVK,2010,43.0,64.0,0.40186915887850466
598,SVK,2014,41.0,74.0,0.3565217391304348
599,SWE,1932,1.0,17.0,0.05555555555555555
600,SWE,1936,1.0,37.0,0.02631578947368421
601,SWE,1948,3.0,67.0,0.04285714285714286
602,SWE,1952,16.0,78.0,0.1702127659574468
603,SWE,1956,17.0,76.0,0.1827956989247312
604,SWE,1960,15.0,57.0,0.20833333333333334
605,SWE,1964,24.0,79.0,0.23300970873786409
606,SWE,1968,23.0,89.0,0.20535714285714285
607,SWE,1972,25.0,76.0,0.24752475247524752
608,SWE,1976,19.0,59.0,0.24358974358974358
609,SWE,1980,30.0,79.0,0.27522935779816515
610,SWE,1984,22.0,76.0,0.22448979591836735
611,SWE,1988,28.0,98.0,0.2222222222222222
612,SWE,1992,43.0,93.0,0.3161764705882353
613,SWE,1994,48.0,103.0,0.31788079470198677
614,SWE,1998,72.0,74.0,0.4931506849315068
615,SWE,2002,73.0,86.0,0.4591194968553459
616,SWE,2006,73.0,95.0,0.43452380952380953
617,SWE,2010,80.0,92.0,0.46511627906976744
618,SWE,2014,64.0,84.0,0.43243243243243246
619,TCH,1928,1.0,27.0,0.03571428571428571
620,TCH,1936,5.0,56.0,0.08196721311475409
621,TCH,1948,10.0,64.0,0.13513513513513514
622,TCH,1956,9.0,55.0,0.140625
623,TCH,1960,1.0,21.0,0.045454545454545456
624,TCH,1964,18.0,51.0,0.2608695652173913
625,TCH,1968,9.0,62.0,0.1267605633802817
626,TCH,1972,11.0,50.0,0.18032786885245902
627,TCH,1976,22.0,68.0,0.24444444444444444
628,TCH,1980,17.0,57.0,0.22972972972972974
629,TCH,1984,28.0,51.0,0.35443037974683544
630,TCH,1988,30.0,89.0,0.25210084033613445
631,TCH,1992,46.0,102.0,0.3108108108108108
632,THA,2014,1.0,2.0,0.3333333333333333
633,TPE,1984,2.0,18.0,0.1
634,TPE,1988,2.0,20.0,0.09090909090909091
635,TPE,1998,1.0,8.0,0.1111111111111111
636,TUR,2002,2.0,3.0,0.4
637,TUR,2006,7.0,10.0,0.4117647058823529
638,TUR,2010,6.0,3.0,0.6666666666666666
639,TUR,2014,6.0,5.0,0.5454545454545454
640,UKR,1994,30.0,30.0,0.5
641,UKR,1998,51.0,53.0,0.49038461538461536
642,UKR,2002,43.0,68.0,0.38738738738738737
643,UKR,2006,48.0,61.0,0.44036697247706424
644,UKR,2010,51.0,44.0,0.5368421052631579
645,UKR,2014,56.0,45.0,0.5544554455445545
646,URS,1956,13.0,68.0,0.16049382716049382
647,URS,1960,30.0,61.0,0.32967032967032966
648,URS,1964,34.0,73.0,0.3177570093457944
649,URS,1968,39.0,82.0,0.32231404958677684
650,URS,1972,39.0,79.0,0.3305084745762712
651,URS,1976,35.0,86.0,0.2892561983471074
652,URS,1980,36.0,93.0,0.27906976744186046
653,URS,1984,42.0,101.0,0.2937062937062937
654,URS,1988,41.0,111.0,0.26973684210526316
655,USA,1924,3.0,38.0,0.07317073170731707
656,USA,1928,5.0,40.0,0.1111111111111111
657,USA,1932,6.0,64.0,0.08571428571428572
658,USA,1936,10.0,64.0,0.13513513513513514
659,USA,1948,19.0,78.0,0.1958762886597938
660,USA,1952,17.0,79.0,0.17708333333333334
661,USA,1956,17.0,75.0,0.18478260869565216
662,USA,1960,29.0,76.0,0.2761904761904762
663,USA,1964,31.0,96.0,0.2440944881889764
664,USA,1968,32.0,103.0,0.23703703703703705
665,USA,1972,43.0,104.0,0.2925170068027211
666,USA,1976,46.0,105.0,0.304635761589404
667,USA,1980,45.0,110.0,0.2903225806451613
668,USA,1984,49.0,107.0,0.3141025641025641
669,USA,1988,64.0,133.0,0.3248730964467005
670,USA,1992,87.0,147.0,0.3717948717948718
671,USA,1994,89.0,148.0,0.3755274261603376
672,USA,1998,126.0,158.0,0.44366197183098594
673,USA,2002,135.0,178.0,0.43130990415335463
674,USA,2006,138.0,187.0,0.4246153846153846
675,USA,2010,145.0,196.0,0.4252199413489736
676,USA,2014,158.0,209.0,0.4305177111716621
677,UZB,1994,4.0,3.0,0.5714285714285714
678,UZB,1998,2.0,2.0,0.5
679,UZB,2002,3.0,3.0,0.5
680,UZB,2006,2.0,2.0,0.5
681,UZB,2010,3.0,2.0,0.6
682,UZB,2014,2.0,3.0,0.4
683,VEN,2002,1.0,3.0,0.25
684,YUG,1952,2.0,7.0,0.2222222222222222
685,YUG,1956,10.0,26.0,0.2777777777777778
686,YUG,1964,6.0,48.0,0.1111111111111111
687,YUG,1968,3.0,43.0,0.06521739130434782
688,YUG,1976,2.0,39.0,0.04878048780487805
689,YUG,1980,7.0,20.0,0.25925925925925924
690,YUG,1984,30.0,85.0,0.2608695652173913
691,YUG,1988,14.0,35.0,0.2857142857142857
692,YUG,1992,7.0,53.0,0.11666666666666667
